datetime,PM10,rain,temp,humidity,wind
03/07/2025 20:00:00,"19,94",0,28.8,62,4
03/07/2025 21:00:00,"13,71",0,29.1,46,4
03/07/2025 22:00:00,"21,21",0,28.4,44,3
03/07/2025 23:00:00,"18,49",0,28,49,3
04/07/2025 00:00:00,"14,30",0,27.7,47,3
04/07/2025 01:00:00,"12,14",0,27.4,47,3
04/07/2025 02:00:00,"8,55",0,27,49,4
04/07/2025 03:00:00,"5,65",0,28.6,44,6
04/07/2025 04:00:00,"8,15",0,28.5,43,6
04/07/2025 05:00:00,"21,88",0,29.9,40,5
04/07/2025 06:00:00,"17,67",0,31.1,36,8
04/07/2025 07:00:00,"9,70",0,32.5,33,15
04/07/2025 08:00:00,"6,64",0,33.9,31,12
04/07/2025 09:00:00,"38,96",0,35.3,28,6
04/07/2025 10:00:00,"42,96",0,32.8,43,12
04/07/2025 11:00:00,"41,87",0,32.5,43,8
04/07/2025 12:00:00,"36,40",0,31.4,50,7
04/07/2025 13:00:00,"22,61",0,31.1,55,8
04/07/2025 14:00:00,"15,04",0,31.1,54,8
04/07/2025 15:00:00,"12,66",0,30.7,55,6
04/07/2025 16:00:00,"24,92",0,32.4,42,6
04/07/2025 17:00:00,"15,90",0,30.5,45,23
04/07/2025 18:00:00,"23,81",0,28.3,49,31
04/07/2025 19:00:00,"19,54",0,28.1,47,35
04/07/2025 20:00:00,"25,40",0,27.6,48,28
04/07/2025 21:00:00,"16,73",0,26.8,52,29
04/07/2025 22:00:00,"20,63",0,26.6,53,30
04/07/2025 23:00:00,"15,95",0,25.8,53,34
05/07/2025 00:00:00,"20,37",0,25.8,54,32
05/07/2025 01:00:00,"13,90",0,25.1,56,31
05/07/2025 02:00:00,"9,79",0,25.4,54,30
05/07/2025 03:00:00,"9,58",0,25.2,50,30
05/07/2025 04:00:00,"5,85",0,24.6,53,30
05/07/2025 05:00:00,"22,16",0,24.8,54,28
05/07/2025 06:00:00,"12,14",0,25.8,52,26
05/07/2025 07:00:00,"8,97",0,27.1,49,26
05/07/2025 08:00:00,"21,08",0,28.9,45,23
05/07/2025 09:00:00,"24,00",0,30.1,40,22
05/07/2025 10:00:00,"29,67",0,30.9,38,18
05/07/2025 11:00:00,"19,82",0,32.7,34,13
05/07/2025 12:00:00,"10,52",0,33.2,35,9
05/07/2025 13:00:00,"9,47",0,31,48,14
05/07/2025 14:00:00,"8,88",0,30.5,53,7
05/07/2025 15:00:00,"6,89",0,28.8,62,6
05/07/2025 16:00:00,"12,74",0,30.4,42,4
05/07/2025 17:00:00,"11,15",0,28.5,53,8
05/07/2025 18:00:00,"30,47",0,27.6,54,9
05/07/2025 19:00:00,"29,88",0,26.9,55,13
05/07/2025 20:00:00,"22,99",0,27.7,50,8
05/07/2025 21:00:00,"13,44",0,26.1,65,4
05/07/2025 22:00:00,"10,56",0,24.8,75,3
05/07/2025 23:00:00,"10,26",0,25.4,70,2
06/07/2025 00:00:00,"5,13",0,25.3,64,4
06/07/2025 01:00:00,"2,56",0,25.2,58,3
06/07/2025 02:00:00,"5,77",0,25.2,58,3
06/07/2025 03:00:00,"15,22",0,24.8,61,2
06/07/2025 04:00:00,"21,95",0,24.7,62,1
06/07/2025 05:00:00,"11,52",0,26.1,60,2
06/07/2025 06:00:00,"11,44",0,26.1,62,3
06/07/2025 07:00:00,"37,33",0,25.8,66,4
06/07/2025 08:00:00,"35,97",0,26.5,65,5
06/07/2025 09:00:00,"45,05",0,28.1,55,5
06/07/2025 10:00:00,"45,22",0,28.1,58,6
06/07/2025 11:00:00,"26,88",0,27.8,59,6
06/07/2025 12:00:00,"17,04",0,27.4,65,6
06/07/2025 13:00:00,"15,32",0,28.6,54,7
06/07/2025 14:00:00,"12,23",0,27.9,62,7
06/07/2025 15:00:00,"30,12",0,27.8,70,7
06/07/2025 16:00:00,"22,83",0,27.6,74,5
06/07/2025 17:00:00,"24,08",0,29.6,59,4
06/07/2025 18:00:00,"17,17",0,28.9,56,8
06/07/2025 19:00:00,"9,28",0,28.5,54,8
06/07/2025 20:00:00,"5,68",0,28,47,6
06/07/2025 21:00:00,"7,66",0,27.5,52,6
06/07/2025 22:00:00,"7,70",0,26.5,60,10
06/07/2025 23:00:00,"5,75",0,26.4,61,10
07/07/2025 00:00:00,"6,61",0,26.4,64,11
07/07/2025 01:00:00,"42,86",0,26.4,69,15
07/07/2025 02:00:00,"62,88",4.4,24.5,81,14
07/07/2025 03:00:00,"57,29",0,23.8,82,8
07/07/2025 04:00:00,"31,68",0.2,24.4,82,9
07/07/2025 05:00:00,"23,84",0,24.2,79,11
07/07/2025 06:00:00,"21,14",0,24,74,12
07/07/2025 07:00:00,"11,16",0,23.9,68,8
07/07/2025 08:00:00,"10,10",0,22.4,78,11
07/07/2025 09:00:00,"8,79",0,23.6,69,5
07/07/2025 10:00:00,"5,81",0,25.4,62,7
07/07/2025 11:00:00,"3,42",0,28,51,6
07/07/2025 12:00:00,"4,89",0,28.1,47,8
07/07/2025 13:00:00,"7,01",0,27.9,50,10
07/07/2025 14:00:00,"8,28",0,27.8,52,9
07/07/2025 15:00:00,"9,15",0,27.4,56,6
07/07/2025 16:00:00,"20,97",0,27.2,58,6
07/07/2025 17:00:00,"15,78",0,27.2,59,6
07/07/2025 18:00:00,"12,86",0,27,61,5
07/07/2025 19:00:00,"7,42",0,27.1,59,7
07/07/2025 20:00:00,"8,16",0,26.4,59,9
07/07/2025 21:00:00,"13,25",0,25.9,62,13
07/07/2025 22:00:00,"21,15",0,25.9,64,9
07/07/2025 23:00:00,"20,22",0,25.6,61,8
08/07/2025 00:00:00,"21,82",0,23.4,70,8
08/07/2025 01:00:00,"15,77",0,22.8,71,10
08/07/2025 02:00:00,"12,23",0,23.2,68,9
08/07/2025 03:00:00,"6,73",0,23,67,8
08/07/2025 04:00:00,"5,36",0,22.7,63,8
08/07/2025 05:00:00,"3,30",0,22.8,67,12
08/07/2025 06:00:00,"14,00",2.6,19,82,11
08/07/2025 07:00:00,"40,74",0,21.2,70,8
08/07/2025 08:00:00,"22,19",0,20.4,74,9
08/07/2025 09:00:00,"14,23",0,19.6,67,17
08/07/2025 10:00:00,"7,74",6,17.7,80,17
08/07/2025 11:00:00,"9,00",0.2,20.2,63,15
08/07/2025 12:00:00,"7,08",0,21.6,61,12
08/07/2025 13:00:00,"7,76",0,22.5,59,7
08/07/2025 14:00:00,"19,78",0,23.2,53,9
08/07/2025 15:00:00,"12,20",0,25.4,34,14
08/07/2025 16:00:00,"8,55",0,25.2,35,14
08/07/2025 17:00:00,"4,28",0,24.2,38,17
08/07/2025 18:00:00,"2,14",0,23.6,41,15
08/07/2025 19:00:00,"1,07",0,20.4,66,12
08/07/2025 20:00:00,"2,63",0,18.2,66,16
08/07/2025 21:00:00,"1,31",0,17.6,63,12
08/07/2025 22:00:00,"0,65",0,17.6,61,8
08/07/2025 23:00:00,"1,34",0,17.8,57,10
09/07/2025 00:00:00,"1,93",0.2,17.1,63,8
09/07/2025 01:00:00,"1,63",0.4,16.4,75,4
09/07/2025 02:00:00,"5,73",0,16.6,73,6
09/07/2025 03:00:00,"5,51",0,16.5,72,4
09/07/2025 04:00:00,"5,15",0,16.8,67,5
09/07/2025 05:00:00,"5,43",0,17.6,59,5
09/07/2025 06:00:00,"7,97",0,18.3,56,8
09/07/2025 07:00:00,"16,64",0,19,57,6
09/07/2025 08:00:00,"15,10",0,20.5,55,4
09/07/2025 09:00:00,"15,60",0,21.8,49,5
09/07/2025 10:00:00,"18,91",0,22.6,50,6
09/07/2025 11:00:00,"34,69",0,24,48,7
09/07/2025 12:00:00,"18,57",0,23.3,44,10
09/07/2025 13:00:00,"16,95",0,23.8,50,11
09/07/2025 14:00:00,"9,85",0,24.5,44,10
09/07/2025 15:00:00,"9,81",0,24.2,36,7
09/07/2025 16:00:00,"9,79",0,24.6,35,9
09/07/2025 17:00:00,"8,92",0,24.8,36,9
09/07/2025 18:00:00,"4,46",0,24.5,40,6
09/07/2025 19:00:00,"2,23",0,23.3,43,3
09/07/2025 20:00:00,"5,66",0,22.1,49,6
09/07/2025 21:00:00,"5,40",0,21.8,51,6
09/07/2025 22:00:00,"6,45",0,21.3,53,6
09/07/2025 23:00:00,"8,26",0,21,53,6
10/07/2025 00:00:00,"7,88",0,20.4,56,6
10/07/2025 01:00:00,"6,13",0,20.4,57,4
10/07/2025 02:00:00,"6,29",0,19.6,57,5
10/07/2025 03:00:00,"7,60",0,19.7,52,5
10/07/2025 04:00:00,"6,07",0,19.5,54,4
10/07/2025 05:00:00,"4,15",0,21.5,51,4
10/07/2025 06:00:00,"2,85",0,22.5,47,4
10/07/2025 07:00:00,"3,49",0,23.3,46,4
10/07/2025 08:00:00,"9,14",0,24.4,46,5
10/07/2025 09:00:00,"30,10",0,25,40,6
10/07/2025 10:00:00,"23,22",0,24.6,41,10
10/07/2025 11:00:00,"22,26",0,25.7,41,12
10/07/2025 12:00:00,"15,40",0,26.4,40,13
10/07/2025 13:00:00,"10,64",0,25.3,48,14
10/07/2025 14:00:00,"10,16",0,24.8,50,10
10/07/2025 15:00:00,"9,35",0,25.7,43,9
10/07/2025 16:00:00,"6,45",0,25.4,40,7
10/07/2025 17:00:00,"3,81",0,26.2,38,4
10/07/2025 18:00:00,"4,08",0,25.6,38,5
10/07/2025 19:00:00,"6,86",0,24.9,41,4
10/07/2025 20:00:00,"4,13",0,23.8,47,5
10/07/2025 21:00:00,"4,42",0,23.3,51,5
10/07/2025 22:00:00,"6,93",0,22.6,46,7
10/07/2025 23:00:00,"6,32",0,22.7,42,5
11/07/2025 00:00:00,"5,81",0,22.8,38,5
11/07/2025 01:00:00,"3,47",0,22.5,38,4
11/07/2025 02:00:00,"5,51",0,22,40,4
11/07/2025 03:00:00,"6,46",0,21.1,44,3
11/07/2025 04:00:00,"8,49",0,21.1,44,6
11/07/2025 05:00:00,"6,87",0,19.1,62,9
11/07/2025 06:00:00,"15,63",0,21.2,51,8
11/07/2025 07:00:00,"12,30",0,21.6,53,9
11/07/2025 08:00:00,"12,10",0,22.5,50,8
11/07/2025 09:00:00,"11,16",0,25.4,42,7
11/07/2025 10:00:00,"14,61",0,26.8,32,5
11/07/2025 11:00:00,"21,09",0,27.4,34,6
11/07/2025 12:00:00,"13,73",0,25.4,43,12
11/07/2025 13:00:00,"11,81",0,26.6,42,8
11/07/2025 14:00:00,"10,70",0,25.9,50,8
11/07/2025 15:00:00,"5,96",0,24.7,55,7
11/07/2025 16:00:00,"8,29",0,24.8,47,8
11/07/2025 17:00:00,"6,44",0,21.2,61,19
11/07/2025 18:00:00,"5,66",0.6,19.4,70,15
11/07/2025 19:00:00,"9,22",1.2,19.2,72,9
11/07/2025 20:00:00,"9,24",0,19.5,68,9
11/07/2025 21:00:00,"14,10",0,19.9,70,4
11/07/2025 22:00:00,"11,98",0,19.8,69,5
11/07/2025 23:00:00,"10,08",0,19.2,71,3
12/07/2025 00:00:00,"7,35",0,18.9,66,5
12/07/2025 01:00:00,"5,74",0,18.9,64,4
12/07/2025 02:00:00,"8,27",0,19,63,3
12/07/2025 03:00:00,"6,57",0,18.8,64,4
12/07/2025 04:00:00,"7,18",0,17.9,65,6
12/07/2025 05:00:00,"5,14",0,20.1,55,4
12/07/2025 06:00:00,"5,03",0,21.5,53,7
12/07/2025 07:00:00,"3,85",0,23.1,46,6
12/07/2025 08:00:00,"22,93",0,23.5,52,6
12/07/2025 09:00:00,"30,19",0,24.2,51,6
12/07/2025 10:00:00,"38,87",0,24.8,48,6
12/07/2025 11:00:00,"24,69",0,24,51,7
12/07/2025 12:00:00,"15,27",0.2,23.2,59,6
12/07/2025 13:00:00,"11,92",0.8,24,54,7
12/07/2025 14:00:00,"9,66",0,25.4,52,6
12/07/2025 15:00:00,"6,45",0,25.6,53,5
12/07/2025 16:00:00,"8,51",0,26.5,52,6
12/07/2025 17:00:00,"6,63",0,26.4,42,6
12/07/2025 18:00:00,"4,43",0,25.7,47,5
12/07/2025 19:00:00,"4,30",0,24.8,50,4
12/07/2025 20:00:00,"5,11",0,23.5,56,5
12/07/2025 21:00:00,"6,26",0,22.9,58,6
12/07/2025 22:00:00,"11,44",0,22.6,60,7
12/07/2025 23:00:00,"17,44",1.2,21.3,66,8
13/07/2025 00:00:00,"21,22",1,20.2,79,6
13/07/2025 01:00:00,"13,95",0,20.5,70,8
13/07/2025 02:00:00,"11,04",0,21.1,70,9
13/07/2025 03:00:00,"7,64",0,21.8,71,7
13/07/2025 04:00:00,"23,56",0,22.5,71,5
13/07/2025 05:00:00,"30,94",0,22.7,71,10
13/07/2025 06:00:00,"18,53",0,23.5,71,10
13/07/2025 07:00:00,"11,59",0,24.8,70,10
13/07/2025 08:00:00,"21,92",0,26.5,66,7
13/07/2025 09:00:00,"12,32",0,29.1,59,7
13/07/2025 10:00:00,"23,17",0,26.8,65,8
13/07/2025 11:00:00,"33,80",0,28.1,56,12
13/07/2025 12:00:00,"19,53",0,28.2,58,18
13/07/2025 13:00:00,"13,60",0,27.5,56,19
13/07/2025 14:00:00,"8,97",0,27.7,53,16
13/07/2025 15:00:00,"8,03",0,27.8,46,13
13/07/2025 16:00:00,"6,87",0,27.7,42,9
13/07/2025 17:00:00,"6,24",0,26.4,58,9
13/07/2025 18:00:00,"4,08",0,26.3,54,9
13/07/2025 19:00:00,"7,59",0,26.1,50,4
13/07/2025 20:00:00,"4,57",0,25.1,56,4
13/07/2025 21:00:00,"13,76",0,24,58,6
13/07/2025 22:00:00,"8,01",0,23.8,62,7
13/07/2025 23:00:00,"8,59",0,23.3,64,4
14/07/2025 00:00:00,"8,91",0,22.8,65,4
14/07/2025 01:00:00,"7,55",0,22.4,64,3
14/07/2025 02:00:00,"7,56",0,22.1,66,3
14/07/2025 03:00:00,"15,52",0,21.9,68,4
14/07/2025 04:00:00,"20,97",0,21.9,72,5
14/07/2025 05:00:00,"12,22",0,23,68,3
14/07/2025 06:00:00,"20,49",0,24.7,63,4
14/07/2025 07:00:00,"22,01",0,24.9,69,4
14/07/2025 08:00:00,"15,58",0,25.8,64,6
14/07/2025 09:00:00,"47,17",0,25.9,64,6
14/07/2025 10:00:00,"59,84",0,26.8,63,6
14/07/2025 11:00:00,"33,97",0,26.7,64,8
14/07/2025 12:00:00,"20,34",0,27.8,58,7
14/07/2025 13:00:00,"14,92",0,26.9,60,9
14/07/2025 14:00:00,"12,24",0,27.2,59,9
14/07/2025 15:00:00,"7,93",0,26.7,65,10
14/07/2025 16:00:00,"5,80",0,27.5,59,10
14/07/2025 17:00:00,"3,61",0,26.5,60,5
14/07/2025 18:00:00,"5,40",0,27,57,4
14/07/2025 19:00:00,"12,47",0,26,63,4
14/07/2025 20:00:00,"13,31",0,25.9,67,4
14/07/2025 21:00:00,"15,68",0,25.6,66,4
14/07/2025 22:00:00,"17,38",0,25.1,70,3
14/07/2025 23:00:00,"13,42",0,25.4,62,4
15/07/2025 00:00:00,"8,34",0,25.1,55,4
15/07/2025 01:00:00,"9,01",0,24.8,57,3
15/07/2025 02:00:00,"6,16",0,24.5,52,5
15/07/2025 03:00:00,"7,28",0,24.6,52,3
15/07/2025 04:00:00,"6,88",0,25.4,48,4
15/07/2025 05:00:00,"4,00",0,26.8,43,5
15/07/2025 06:00:00,"6,61",0,27.8,41,3
15/07/2025 07:00:00,"4,72",0,29.8,38,6
15/07/2025 08:00:00,"15,22",0,27.2,58,6
15/07/2025 09:00:00,"28,02",0,27.5,57,6
15/07/2025 10:00:00,"20,53",0,28.2,58,5
15/07/2025 11:00:00,"12,05",0,28.8,59,5
15/07/2025 12:00:00,"18,56",0,28.8,58,6
15/07/2025 13:00:00,"13,63",0,29.2,56,8
15/07/2025 14:00:00,"8,77",0,28.9,58,7
15/07/2025 15:00:00,"7,60",0,29.3,55,11
15/07/2025 16:00:00,"21,16",0,30.6,55,9
15/07/2025 17:00:00,"12,97",0,30,49,5
15/07/2025 18:00:00,"7,63",0,29.6,43,4
15/07/2025 19:00:00,"17,25",0,28.8,45,3
15/07/2025 20:00:00,"13,09",0,27.7,47,5
15/07/2025 21:00:00,"11,16",0,27.1,50,5
15/07/2025 22:00:00,"7,76",0,26.9,52,7
15/07/2025 23:00:00,"17,94",0,26.9,50,10
16/07/2025 00:00:00,"20,07",0,26.7,52,8
16/07/2025 01:00:00,"21,91",0,26.4,53,15
16/07/2025 02:00:00,"13,70",0,26.6,52,5
16/07/2025 03:00:00,"9,44",0,26.7,51,6
16/07/2025 04:00:00,"15,51",0,25.9,55,5
16/07/2025 05:00:00,"10,13",0,26.5,48,5
16/07/2025 06:00:00,"9,75",0,26.1,48,11
16/07/2025 07:00:00,"6,40",0,27,47,21
16/07/2025 08:00:00,"11,17",0,27.6,45,19
16/07/2025 09:00:00,"23,71",0,28.5,45,20
16/07/2025 10:00:00,"25,28",0,29.7,42,19
16/07/2025 11:00:00,"14,79",0,28.9,44,18
16/07/2025 12:00:00,"8,01",0,28.8,44,18
16/07/2025 13:00:00,"7,42",0,26.9,52,21
16/07/2025 14:00:00,"6,94",0,26.2,54,24
16/07/2025 15:00:00,"6,08",0,26.2,53,21
16/07/2025 16:00:00,"13,71",0,25.8,58,24
16/07/2025 17:00:00,"7,75",0,25.8,56,22
16/07/2025 18:00:00,"8,42",0,25,56,22
16/07/2025 19:00:00,"7,53",0,24.8,56,13
16/07/2025 20:00:00,"7,17",0,24.2,59,14
16/07/2025 21:00:00,"5,56",0,23.7,61,17
16/07/2025 22:00:00,"10,41",0,24.2,58,12
16/07/2025 23:00:00,"7,51",0,23.7,60,9
17/07/2025 00:00:00,"5,41",0,23.5,58,15
17/07/2025 01:00:00,"3,44",0,23.2,58,14
17/07/2025 02:00:00,"7,60",0,22.4,58,19
17/07/2025 03:00:00,"10,59",0,23.2,52,22
17/07/2025 04:00:00,"12,83",0,22.7,54,26
17/07/2025 05:00:00,"20,29",0,23.4,48,28
17/07/2025 06:00:00,"11,37",0,23.5,46,26
17/07/2025 07:00:00,"9,35",0,24.8,42,27
17/07/2025 08:00:00,"8,22",0,25.6,39,27
17/07/2025 09:00:00,"7,63",0,27.2,35,21
17/07/2025 10:00:00,"6,79",0,28,30,16
17/07/2025 11:00:00,"5,09",0,28.9,29,14
17/07/2025 12:00:00,"3,96",0,29.9,28,10
17/07/2025 13:00:00,"4,36",0,29.6,26,15
17/07/2025 14:00:00,"6,77",0,30.7,24,10
17/07/2025 15:00:00,"4,64",0,30.6,27,10
17/07/2025 16:00:00,"7,04",0,29.7,28,8
17/07/2025 17:00:00,"5,62",0,26.9,56,12
17/07/2025 18:00:00,"5,24",0,26.1,60,13
17/07/2025 19:00:00,"5,19",0,25.6,60,10
17/07/2025 20:00:00,"8,07",0,25.1,61,3
17/07/2025 21:00:00,"7,13",0,24.9,42,7
17/07/2025 22:00:00,"6,76",0,24.2,44,9
17/07/2025 23:00:00,"7,36",0,23.8,47,13
18/07/2025 00:00:00,"6,90",0,23.8,47,7
18/07/2025 01:00:00,"7,63",0,23.5,47,9
18/07/2025 02:00:00,"8,55",0,23.1,47,9
18/07/2025 03:00:00,"11,17",0,22.9,46,12
18/07/2025 04:00:00,"8,71",0,22.7,47,6
18/07/2025 05:00:00,"6,39",0,24.3,44,4
18/07/2025 06:00:00,"4,18",0,24.2,51,3
18/07/2025 07:00:00,"21,97",0,24.3,53,5
18/07/2025 08:00:00,"32,42",0,25.3,51,5
18/07/2025 09:00:00,"38,04",0,25.5,46,7
18/07/2025 10:00:00,"35,72",0,26.6,48,8
18/07/2025 11:00:00,"26,67",0,26.4,51,7
18/07/2025 12:00:00,"17,11",0,27.2,51,7
18/07/2025 13:00:00,"9,14",0,27.4,48,7
18/07/2025 14:00:00,"4,57",0,27.3,42,7
18/07/2025 15:00:00,"2,29",0,27,46,8
18/07/2025 16:00:00,"3,95",0,27.1,46,6
18/07/2025 17:00:00,"4,43",0,26.9,48,5
18/07/2025 18:00:00,"5,04",0,26.6,50,4
18/07/2025 19:00:00,"3,40",0,25.8,48,3
18/07/2025 20:00:00,"4,69",0,25.3,43,5
18/07/2025 21:00:00,"9,30",0,25,43,4
18/07/2025 22:00:00,"6,96",0,25.1,40,4
18/07/2025 23:00:00,"5,03",0,24.1,45,5
19/07/2025 00:00:00,"11,73",0,23.5,47,4
19/07/2025 01:00:00,"8,76",0,23.2,52,4
19/07/2025 02:00:00,"8,14",0,22.9,51,5
19/07/2025 03:00:00,"5,03",0,22.5,52,3
19/07/2025 04:00:00,"3,50",0,23.2,50,5
19/07/2025 05:00:00,"5,90",0,23.5,57,3
19/07/2025 06:00:00,"7,88",0,24.9,57,3
19/07/2025 07:00:00,"28,93",0,25.2,56,4
19/07/2025 08:00:00,"32,74",0,25.5,56,5
19/07/2025 09:00:00,"25,86",0,27.6,47,5
19/07/2025 10:00:00,"25,98",0,27.4,43,6
19/07/2025 11:00:00,"18,16",0,27.7,48,7
19/07/2025 12:00:00,"10,30",0,28.6,44,6
19/07/2025 13:00:00,"9,68",0,28.6,43,7
19/07/2025 14:00:00,"6,32",0,28.7,45,7
19/07/2025 15:00:00,"3,92",0,27.1,53,7
19/07/2025 16:00:00,"12,31",0,27.2,53,7
19/07/2025 17:00:00,"6,66",0,27.2,56,6
19/07/2025 18:00:00,"29,95",0,26.4,62,5
19/07/2025 19:00:00,"24,02",0,25.9,72,4
19/07/2025 20:00:00,"28,53",0,26.1,74,4
19/07/2025 21:00:00,"40,78",0,25.9,76,4
19/07/2025 22:00:00,"25,43",0,25.8,76,4
19/07/2025 23:00:00,"17,77",0,25.5,73,5
20/07/2025 00:00:00,"11,61",0,25.7,69,8
20/07/2025 01:00:00,"9,47",0,25.3,65,7
20/07/2025 02:00:00,"9,85",0,25.3,62,5
20/07/2025 03:00:00,"9,55",0,24.6,65,3
20/07/2025 04:00:00,"9,44",0,24.9,64,3
20/07/2025 05:00:00,"7,79",0,25.5,62,3
20/07/2025 06:00:00,"12,99",0,27.1,56,3
20/07/2025 07:00:00,"9,93",0,27.1,62,4
20/07/2025 08:00:00,"10,60",0,27.3,66,5
20/07/2025 09:00:00,"20,61",0,27.6,66,6
20/07/2025 10:00:00,"18,22",0,28.5,63,6
20/07/2025 11:00:00,"24,40",0,28.8,61,6
20/07/2025 12:00:00,"17,69",0,28.8,64,10
20/07/2025 13:00:00,"15,70",0,29.6,60,13
20/07/2025 14:00:00,"7,85",0,28.4,64,12
20/07/2025 15:00:00,"13,54",0,28.3,69,9
20/07/2025 16:00:00,"22,49",0,28.5,66,5
20/07/2025 17:00:00,"21,08",0,28.3,66,6
20/07/2025 18:00:00,"29,57",0,28.3,67,6
20/07/2025 19:00:00,"30,88",0,27.3,72,4
20/07/2025 20:00:00,"25,54",0,27.1,69,3
20/07/2025 21:00:00,"18,68",0,26.9,68,5
20/07/2025 22:00:00,"21,54",0,26.4,67,5
20/07/2025 23:00:00,"16,83",0,26,65,5
21/07/2025 00:00:00,"9,73",0,25.9,62,4
21/07/2025 01:00:00,"6,78",0,26.3,52,4
21/07/2025 02:00:00,"5,95",0,26.2,50,5
21/07/2025 03:00:00,"7,87",0,26.1,51,5
21/07/2025 04:00:00,"3,93",0,25.5,53,5
21/07/2025 05:00:00,"1,96",0,26.8,52,4
21/07/2025 06:00:00,"13,52",0,27.7,55,6
21/07/2025 07:00:00,"31,90",0,28.8,62,6
21/07/2025 08:00:00,"53,17",0,27.8,69,10
21/07/2025 09:00:00,"29,84",0,29.7,62,15
21/07/2025 10:00:00,"67,90",0,29.2,63,13
21/07/2025 11:00:00,"33,95",0,30,61,13
21/07/2025 12:00:00,"21,13",0,30,59,14
21/07/2025 13:00:00,"14,99",0,32.7,43,15
21/07/2025 14:00:00,"9,94",0,32.8,42,15
21/07/2025 15:00:00,"9,41",0,32.6,42,14
21/07/2025 16:00:00,"18,46",0,30.2,48,16
21/07/2025 17:00:00,"98,21",5.4,25.4,73,12
21/07/2025 18:00:00,"49,71",0,24.9,73,8
21/07/2025 19:00:00,"33,99",0,25,73,8
21/07/2025 20:00:00,"32,96",0,25,74,6
